path,filename,smallest_vol,biggest_vol,0.5% quant density,99.5% quant density
/home/ole/Hiwi/Data/1A-filtered-zpm300,1A-cell1-zpm300.csv,48.30264,1.62348244916508E+016,4.16926E-09,0.00093949
/home/ole/Hiwi/Data/1A-filtered-zpm300,1A-cell2-zpm300.csv,72.20156,9.99058961071954E+015,8.998685E-09,0.00069299
/home/ole/Hiwi/Data/1A-filtered-zpm300,1A-cell3-zpm300.csv,76.68241,1.22809516831765E+015,3.378756E-09,0.00115891
/home/ole/Hiwi/Data/2A-filtered-zpm300,2A-cell1-sr-zpm300-atto655.csv,50.62289,8003725185843263,4.35997E-09,0.00110699
/home/ole/Hiwi/Data/2A-filtered-zpm300,2A-cell2-sr-atto655-zpm300.csv,110.61898,1.30629626550714E+015,3.720292E-09,0.00073336
/home/ole/Hiwi/Data/2A-filtered-zpm300,2A-cell3-sr-zpm-atto655.csv,52.68326,4753299110091981,2.550052E-09,0.00041651
/home/ole/Hiwi/Data/3A-filtered-zpm300,3A-FOV-A-cell1-sr-zpm300-atto655.csv,218.15116,445646933247107,6.05883E-09,0.00089281
/home/ole/Hiwi/Data/3A-filtered-zpm300,3A-FOV-A-cell2-sr-zpm300-atto655.csv,40.04599,2.73088918827432E+016,1.2353647E-08,0.00258183
/home/ole/Hiwi/Data/3A-filtered-zpm300,3A-FOV-B-cell3-sr-zpm300-atto655.csv,114.69301,869600125221553,1.60269E-10,0.00113548
