path,filename,smallest_vol,biggest_vol,0.5% quant density,99.5% quant density
/extra/home/ole/Hiwi/Data/Mohan_raw/DC/filtered,GSD009.csv,1.39002,281193.58921,823.463799999999992,40000.00000000
