path,filename,smallest_vol,biggest_vol,0.5% quant density,99.5% quant density
/home/ole/Hiwi/Data/Mohan_raw/UDC/filteredData,GSD024.csv,0.76468,958602.27274,469.108816260516278,146230.42712594
