path,filename,smallest_vol,biggest_vol,0.5% quant density,99.5% quant density
/home/ole/Hiwi/Data/Mohan_raw/PDC/Filtered,GSD018_1.csv,1.75000,538910.69584,823.463803094886316,118717.92472047
