path,filename,smallest_vol,biggest_vol,0.5% quant density,99.5% quant density
/home/ole/Hiwi/Data/1A-filtered-zpm300,1A-cell1-zpm299_test.csv,3158.78912,474787620706874.50000,0.000000000020414,0.00005319
/home/ole/Hiwi/Data/1A-filtered-zpm300,1A-cell1-zpm300.csv,48.30264,16234824491650812.00000,0.000000004169260,0.00093949
